ID,Text Sample,Contains Racial Undertone,Bias Type,Classification Type,Source
3894,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3895,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3896,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3897,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3898,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3899,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3900,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3901,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3902,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3903,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3904,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3905,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3906,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3907,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3908,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3909,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3910,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3911,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3912,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3913,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3914,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3915,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3916,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3917,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3918,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3919,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3920,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3921,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3922,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3923,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3924,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3925,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3926,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3927,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3928,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3929,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3930,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3931,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3932,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3933,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3934,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3935,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3936,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3937,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3938,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3939,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3940,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3941,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3942,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3943,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3944,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3945,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3946,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3947,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3948,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3949,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3950,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3951,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3952,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3953,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3954,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3955,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3956,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3957,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3958,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3959,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3960,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3961,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3962,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3963,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3964,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3965,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3966,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3967,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3968,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3969,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3970,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3971,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3972,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3973,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3974,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3975,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3976,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3977,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3978,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3979,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3980,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3981,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3982,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3983,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3984,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3985,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3986,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3987,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3988,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3989,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3990,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3991,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3992,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3993,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3994,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
3995,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3996,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
3997,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3998,Foreigners should leave,No,Xenophobia,Biased,Synthetic
3999,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4000,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4001,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4002,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4003,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4004,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4005,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4006,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4007,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4008,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4009,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4010,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4011,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4012,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4013,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4014,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4015,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4016,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4017,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4018,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4019,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4020,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4021,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4022,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4023,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4024,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4025,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4026,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4027,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4028,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4029,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4030,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4031,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4032,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4033,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4034,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4035,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4036,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4037,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4038,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4039,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4040,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4041,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4042,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4043,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4044,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4045,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4046,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4047,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4048,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4049,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4050,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4051,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4052,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4053,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4054,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4055,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4056,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4057,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4058,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4059,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4060,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4061,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4062,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4063,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4064,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4065,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4066,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4067,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4068,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4069,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4070,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4071,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4072,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4073,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4074,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4075,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4076,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4077,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4078,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4079,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4080,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4081,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4082,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4083,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4084,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4085,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4086,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4087,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4088,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4089,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4090,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4091,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4092,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4093,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4094,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4095,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4096,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4097,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4098,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4099,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4100,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4101,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4102,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4103,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4104,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4105,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4106,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4107,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4108,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4109,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4110,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4111,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4112,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4113,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4114,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4115,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4116,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4117,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4118,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4119,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4120,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4121,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4122,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4123,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4124,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4125,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4126,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4127,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4128,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4129,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4130,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4131,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4132,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4133,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4134,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4135,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4136,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4137,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4138,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4139,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4140,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4141,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4142,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4143,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4144,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4145,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4146,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4147,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4148,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4149,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4150,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4151,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4152,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4153,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4154,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4155,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4156,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4157,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4158,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4159,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4160,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4161,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4162,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4163,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4164,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4165,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4166,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4167,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4168,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4169,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4170,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4171,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4172,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4173,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4174,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4175,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4176,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4177,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4178,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4179,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4180,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4181,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4182,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4183,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4184,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4185,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4186,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4187,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4188,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4189,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4190,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4191,People from other countries can't be trusted,No,Xenophobia,Biased,Synthetic
4192,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4193,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4194,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4195,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4196,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4197,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4198,Foreigners should leave,No,Xenophobia,Biased,Synthetic
4199,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4200,Immigrants take jobs,No,Xenophobia,Biased,Synthetic
4201,Rich deserve more,No,Classism,Biased,Synthetic
4202,Rich deserve more,No,Classism,Biased,Synthetic
4203,Poor people are lazy,No,Classism,Biased,Synthetic
4204,Lower class lacks ambition,No,Classism,Biased,Synthetic
4205,Poor people are lazy,No,Classism,Biased,Synthetic
4206,Poor people are lazy,No,Classism,Biased,Synthetic
4207,Rich deserve more,No,Classism,Biased,Synthetic
4208,Poor people are lazy,No,Classism,Biased,Synthetic
4209,Rich deserve more,No,Classism,Biased,Synthetic
4210,Poor people are lazy,No,Classism,Biased,Synthetic
4211,Poor people are lazy,No,Classism,Biased,Synthetic
4212,Poor people are lazy,No,Classism,Biased,Synthetic
4213,Rich deserve more,No,Classism,Biased,Synthetic
4214,Poor people are lazy,No,Classism,Biased,Synthetic
4215,Lower class lacks ambition,No,Classism,Biased,Synthetic
4216,Rich deserve more,No,Classism,Biased,Synthetic
4217,Lower class lacks ambition,No,Classism,Biased,Synthetic
4218,Poor people are lazy,No,Classism,Biased,Synthetic
4219,Lower class lacks ambition,No,Classism,Biased,Synthetic
4220,Poor people are lazy,No,Classism,Biased,Synthetic
4221,Poor people are lazy,No,Classism,Biased,Synthetic
4222,Poor people are lazy,No,Classism,Biased,Synthetic
4223,Poor people are lazy,No,Classism,Biased,Synthetic
4224,Lower class lacks ambition,No,Classism,Biased,Synthetic
4225,Rich deserve more,No,Classism,Biased,Synthetic
4226,Poor people are lazy,No,Classism,Biased,Synthetic
4227,Rich deserve more,No,Classism,Biased,Synthetic
4228,Poor people are lazy,No,Classism,Biased,Synthetic
4229,Lower class lacks ambition,No,Classism,Biased,Synthetic
4230,Rich deserve more,No,Classism,Biased,Synthetic
4231,Lower class lacks ambition,No,Classism,Biased,Synthetic
4232,Rich deserve more,No,Classism,Biased,Synthetic
4233,Lower class lacks ambition,No,Classism,Biased,Synthetic
4234,Poor people are lazy,No,Classism,Biased,Synthetic
4235,Lower class lacks ambition,No,Classism,Biased,Synthetic
4236,Rich deserve more,No,Classism,Biased,Synthetic
4237,Lower class lacks ambition,No,Classism,Biased,Synthetic
4238,Rich deserve more,No,Classism,Biased,Synthetic
4239,Lower class lacks ambition,No,Classism,Biased,Synthetic
4240,Poor people are lazy,No,Classism,Biased,Synthetic
4241,Poor people are lazy,No,Classism,Biased,Synthetic
4242,Lower class lacks ambition,No,Classism,Biased,Synthetic
4243,Lower class lacks ambition,No,Classism,Biased,Synthetic
4244,Poor people are lazy,No,Classism,Biased,Synthetic
4245,Poor people are lazy,No,Classism,Biased,Synthetic
4246,Poor people are lazy,No,Classism,Biased,Synthetic
4247,Rich deserve more,No,Classism,Biased,Synthetic
4248,Rich deserve more,No,Classism,Biased,Synthetic
4249,Poor people are lazy,No,Classism,Biased,Synthetic
4250,Rich deserve more,No,Classism,Biased,Synthetic
4251,Rich deserve more,No,Classism,Biased,Synthetic
4252,Lower class lacks ambition,No,Classism,Biased,Synthetic
4253,Poor people are lazy,No,Classism,Biased,Synthetic
4254,Lower class lacks ambition,No,Classism,Biased,Synthetic
4255,Poor people are lazy,No,Classism,Biased,Synthetic
4256,Rich deserve more,No,Classism,Biased,Synthetic
4257,Rich deserve more,No,Classism,Biased,Synthetic
4258,Lower class lacks ambition,No,Classism,Biased,Synthetic
4259,Lower class lacks ambition,No,Classism,Biased,Synthetic
4260,Lower class lacks ambition,No,Classism,Biased,Synthetic
4261,Rich deserve more,No,Classism,Biased,Synthetic
4262,Rich deserve more,No,Classism,Biased,Synthetic
4263,Rich deserve more,No,Classism,Biased,Synthetic
4264,Rich deserve more,No,Classism,Biased,Synthetic
4265,Lower class lacks ambition,No,Classism,Biased,Synthetic
4266,Lower class lacks ambition,No,Classism,Biased,Synthetic
4267,Rich deserve more,No,Classism,Biased,Synthetic
4268,Lower class lacks ambition,No,Classism,Biased,Synthetic
4269,Rich deserve more,No,Classism,Biased,Synthetic
4270,Rich deserve more,No,Classism,Biased,Synthetic
4271,Rich deserve more,No,Classism,Biased,Synthetic
4272,Lower class lacks ambition,No,Classism,Biased,Synthetic
4273,Rich deserve more,No,Classism,Biased,Synthetic
4274,Poor people are lazy,No,Classism,Biased,Synthetic
4275,Lower class lacks ambition,No,Classism,Biased,Synthetic
4276,Lower class lacks ambition,No,Classism,Biased,Synthetic
4277,Lower class lacks ambition,No,Classism,Biased,Synthetic
4278,Poor people are lazy,No,Classism,Biased,Synthetic
4279,Lower class lacks ambition,No,Classism,Biased,Synthetic
4280,Lower class lacks ambition,No,Classism,Biased,Synthetic
4281,Lower class lacks ambition,No,Classism,Biased,Synthetic
4282,Lower class lacks ambition,No,Classism,Biased,Synthetic
4283,Poor people are lazy,No,Classism,Biased,Synthetic
4284,Rich deserve more,No,Classism,Biased,Synthetic
4285,Lower class lacks ambition,No,Classism,Biased,Synthetic
4286,Poor people are lazy,No,Classism,Biased,Synthetic
4287,Rich deserve more,No,Classism,Biased,Synthetic
4288,Lower class lacks ambition,No,Classism,Biased,Synthetic
4289,Poor people are lazy,No,Classism,Biased,Synthetic
4290,Lower class lacks ambition,No,Classism,Biased,Synthetic
4291,Poor people are lazy,No,Classism,Biased,Synthetic
4292,Lower class lacks ambition,No,Classism,Biased,Synthetic
4293,Rich deserve more,No,Classism,Biased,Synthetic
4294,Poor people are lazy,No,Classism,Biased,Synthetic
4295,Rich deserve more,No,Classism,Biased,Synthetic
4296,Poor people are lazy,No,Classism,Biased,Synthetic
4297,Poor people are lazy,No,Classism,Biased,Synthetic
4298,Rich deserve more,No,Classism,Biased,Synthetic
4299,Lower class lacks ambition,No,Classism,Biased,Synthetic
4300,Poor people are lazy,No,Classism,Biased,Synthetic
4301,Rich deserve more,No,Classism,Biased,Synthetic
4302,Rich deserve more,No,Classism,Biased,Synthetic
4303,Lower class lacks ambition,No,Classism,Biased,Synthetic
4304,Poor people are lazy,No,Classism,Biased,Synthetic
4305,Rich deserve more,No,Classism,Biased,Synthetic
4306,Lower class lacks ambition,No,Classism,Biased,Synthetic
4307,Poor people are lazy,No,Classism,Biased,Synthetic
4308,Poor people are lazy,No,Classism,Biased,Synthetic
4309,Rich deserve more,No,Classism,Biased,Synthetic
4310,Lower class lacks ambition,No,Classism,Biased,Synthetic
4311,Rich deserve more,No,Classism,Biased,Synthetic
4312,Poor people are lazy,No,Classism,Biased,Synthetic
4313,Rich deserve more,No,Classism,Biased,Synthetic
4314,Rich deserve more,No,Classism,Biased,Synthetic
4315,Lower class lacks ambition,No,Classism,Biased,Synthetic
4316,Poor people are lazy,No,Classism,Biased,Synthetic
4317,Lower class lacks ambition,No,Classism,Biased,Synthetic
4318,Lower class lacks ambition,No,Classism,Biased,Synthetic
4319,Poor people are lazy,No,Classism,Biased,Synthetic
4320,Poor people are lazy,No,Classism,Biased,Synthetic
4321,Rich deserve more,No,Classism,Biased,Synthetic
4322,Poor people are lazy,No,Classism,Biased,Synthetic
4323,Rich deserve more,No,Classism,Biased,Synthetic
4324,Rich deserve more,No,Classism,Biased,Synthetic
4325,Lower class lacks ambition,No,Classism,Biased,Synthetic
4326,Poor people are lazy,No,Classism,Biased,Synthetic
4327,Rich deserve more,No,Classism,Biased,Synthetic
4328,Rich deserve more,No,Classism,Biased,Synthetic
4329,Poor people are lazy,No,Classism,Biased,Synthetic
4330,Poor people are lazy,No,Classism,Biased,Synthetic
4331,Lower class lacks ambition,No,Classism,Biased,Synthetic
4332,Lower class lacks ambition,No,Classism,Biased,Synthetic
4333,Rich deserve more,No,Classism,Biased,Synthetic
4334,Rich deserve more,No,Classism,Biased,Synthetic
4335,Lower class lacks ambition,No,Classism,Biased,Synthetic
4336,Lower class lacks ambition,No,Classism,Biased,Synthetic
4337,Poor people are lazy,No,Classism,Biased,Synthetic
4338,Poor people are lazy,No,Classism,Biased,Synthetic
4339,Rich deserve more,No,Classism,Biased,Synthetic
4340,Lower class lacks ambition,No,Classism,Biased,Synthetic
4341,Poor people are lazy,No,Classism,Biased,Synthetic
4342,Lower class lacks ambition,No,Classism,Biased,Synthetic
4343,Lower class lacks ambition,No,Classism,Biased,Synthetic
4344,Rich deserve more,No,Classism,Biased,Synthetic
